"id","country","year","expectancy","drinkingwater","handwash","birthattended","gdpspent","literacy","meddoctor","nursemidwives","stuteacherratio"
240,"France",2019,"82.48","100.0",NULL,"97.83333333333333",NULL,NULL,"32.54","111.73333333333335",NULL
241,"Gabon",2000,"58.1","37.02",NULL,NULL,"3.8271",NULL,NULL,NULL,NULL
242,"Gabon",2010,"62.16","47.062000000000005",NULL,NULL,"3.0781",NULL,"0.97",NULL,NULL
243,"Gabon",2015,"64.93","52.636",NULL,"89.3","2.6667","82.76083750000001",NULL,"2.41","24.531"
244,"Gabon",2019,"66.47","55.05",NULL,NULL,NULL,NULL,"5.19","27.450000000000003",NULL
245,"Gambia",2000,"59.24","67.84",NULL,NULL,NULL,"36.81773",NULL,NULL,NULL
246,"Gambia",2010,"62.42","65.47800000000001","7.159999999999999","54.1","4.1561",NULL,"1.0366666666666666","6.926666666666667","37.4817"
247,"Gambia",2015,"64.14","63.976","7.566","57.2","3.11825","54.980162","1.02","9.766666666666666","35.504099999999994"
248,"Gambia",2019,"65.47","63.37","7.84","82.7","2.4328",NULL,NULL,NULL,"36.1381"
249,"Georgia",2000,"69.41","86.97",NULL,"95.5",NULL,NULL,"36.458000000000006","48.278",NULL
250,"Georgia",2010,"71.87","90.47999999999999",NULL,"99.41999999999999","3.0709999999999997",NULL,"40.88","39.368","8.9205"
251,"Georgia",2015,"72.58","93.35400000000001",NULL,"99.86000000000001","1.9833","99.755932","46.566","38.55800000000001","9.0166"
252,"Georgia",2019,"73.28","97.85499999999999",NULL,"99.65","3.8497",NULL,"64.15666666666667","45.28333333333333","8.9819"
253,"Germany",2000,"78.09","100.0",NULL,"98.6",NULL,NULL,"31.907999999999998","102.9",NULL
254,"Germany",2010,"80.17","100.0",NULL,"98.4","4.9137",NULL,"36.022000000000006","115.32000000000001","12.6838"
255,"Germany",2015,"80.42","100.0",NULL,"98.55999999999999","4.8052",NULL,"39.99400000000001","124.82000000000001","12.2231"
256,"Germany",2019,"81.72","100.0",NULL,"98.3","4.8009",NULL,"42.215","131.9","12.3029"
257,"Ghana",2000,"59.24","54.03",NULL,NULL,NULL,"57.897468999999994",NULL,NULL,NULL
258,"Ghana",2010,"62.0","60.61600000000001",NULL,"53.20000000000001","5.5406","71.49707","0.825","10.74","33.1118"
259,"Ghana",2015,"64.55","64.508","40.88666666666666","69.0","4.50135","76.575897","0.97","10.197500000000002","31.2559"
260,"Ghana",2019,"66.28","67.165","41.019999999999996","78.1","3.9894",NULL,"1.315","28.89333333333333","27.2456"
261,"Greece",2000,"78.17","98.69",NULL,"99.94",NULL,NULL,"40.61","28.32",NULL
262,"Greece",2010,"80.1","99.532",NULL,"99.97",NULL,NULL,"37.45399999999999","35.566","10.2889"
263,"Greece",2015,"80.38","99.97",NULL,"99.92999999999998",NULL,"96.41262449999999","45.722","36.23800000000001","9.5457"
264,"Greece",2019,"81.1","100.0",NULL,"99.92333333333333",NULL,NULL,"54.415","35.93","9.3803"
265,"Grenada",2000,"71.97","93.31",NULL,"100.0",NULL,NULL,"5.146666666666666","37.04",NULL
266,"Grenada",2010,"71.97","95.166",NULL,"99.4",NULL,NULL,"6.58","37.94","16.0552"
267,"Grenada",2015,"72.7","95.744",NULL,"99.2",NULL,NULL,NULL,NULL,"16.9975"
268,"Grenada",2019,"72.88","95.63",NULL,"99.65","3.1704",NULL,"14.07","46.705","16.3507"
269,"Guatemala",2000,"66.78","78.4",NULL,NULL,NULL,NULL,"8.75",NULL,NULL
270,"Guatemala",2010,"69.3","84.066",NULL,"45.06666666666666","2.9938000000000002",NULL,"9.04","8.7","26.8672"
271,"Guatemala",2015,"70.95","87.574","76.484","63.5","2.9552","78.9159105",NULL,"0.535","22.982"
272,"Guatemala",2019,"72.02","90.00999999999999","76.64500000000001","69.8","2.9271",NULL,"3.55","0.6766666666666666","20.2623"
273,"Guinea",2000,"54.26","53.1",NULL,NULL,NULL,"20.553749","0.93","4.62",NULL
274,"Guinea",2010,"58.07","52.182","17.080000000000002","46.1","2.5512","25.307739",NULL,NULL,"43.1487"
275,"Guinea",2015,"58.81","50.566","17.28","45.3","2.5171","30.472790000000003","0.86","2.315","44.836200000000005"
276,"Guinea",2019,"61.01","48.980000000000004","17.424999999999997","59.0","2.5725",NULL,"0.83","1.24","47.1486"
277,"Guinea-Bissau",2000,"50.28","41.41",NULL,NULL,NULL,"41.357769",NULL,NULL,"44.0649"
278,"Guinea-Bissau",2010,"55.43","47.568","6.254","37.0","1.8608",NULL,"0.69","6.805","57.07965"
279,"Guinea-Bissau",2015,"58.23","51.294","6.336","45.0","2.1325","59.2510855","1.34","5.4350000000000005",NULL
280,"Guinea-Bissau",2019,"60.22","53.48","6.395",NULL,NULL,NULL,"1.27","6.395",NULL
281,"Guyana",2000,"62.96","85.88",NULL,NULL,NULL,NULL,"4.9","23.28",NULL
282,"Guyana",2010,"64.77","89.89399999999999","77.16","93.32499999999999","3.6386","84.994011","4.51","11.645","24.6195"
283,"Guyana",2015,"65.59","93.728","77.16","93.26666666666667","4.1986","87.53531600000001",NULL,"6.803333333333334","23.1645"
284,"Guyana",2019,"65.69","100.0","77.16",NULL,"5.8884",NULL,"8.02","8.53",NULL
285,"Haiti",2000,"57.05","40.48",NULL,NULL,NULL,NULL,"2.38","1.02",NULL
286,"Haiti",2010,"31.28","41.576","24.466","26.1",NULL,"48.68502",NULL,NULL,NULL
287,"Haiti",2015,"62.61","42.186","23.97","42.95","3.1572","60.68935","1.115","7.34",NULL
288,"Haiti",2019,"64.05","42.585","23.005","41.6","2.7805",NULL,"2.34","6.8",NULL
289,"Honduras",2000,"70.04","75.99",NULL,NULL,NULL,NULL,"5.59","12.97",NULL
290,"Honduras",2010,"71.15","82.06","83.85333333333334","66.3",NULL,"84.17217600000001","2.95","8.6","33.8765"
291,"Honduras",2015,"69.82","85.78800000000001","84.032","77.4","6.14395","86.3130784","9.84","6.873333333333334","29.1457"
292,"Honduras",2019,"71.94","88.48","84.17","76.5","6.0812",NULL,"4.535","7.386666666666667","25.5977"
293,"Hungary",2000,"71.34","100.0",NULL,"99.5",NULL,NULL,"33.80200000000001","55.855999999999995",NULL
294,"Hungary",2010,"74.58","100.0",NULL,"99.49999999999999","4.769",NULL,"29.776","63.470000000000006","10.5786"
295,"Hungary",2015,"75.57","100.0",NULL,"99.17999999999999","4.5721","99.21549949999999","31.554000000000002","65.826","10.9786"
296,"Hungary",2019,"76.44","100.0",NULL,"99.7","4.7108",NULL,"33.28","67.87666666666667","10.7674"
297,"Iceland",2000,"79.7","100.0",NULL,"99.3",NULL,NULL,"20.095000000000002","138.33999999999997",NULL
298,"Iceland",2010,"81.68","100.0",NULL,"98.7","6.9785",NULL,"36.604","154.44",NULL
299,"Iceland",2015,"82.14","100.0",NULL,"97.96000000000001","7.5324",NULL,"35.894","159.4","10.03605"
300,"Iceland",2019,"82.33","100.0",NULL,"98.03333333333335","7.4599",NULL,"39.81333333333334","156.9333333333333",NULL
301,"India",2000,"62.11","74.28",NULL,NULL,NULL,NULL,"5.26","11.65",NULL
302,"India",2010,"67.23","81.764",NULL,"49.45","3.3777","62.754470999999995","6.162000000000001","8.203999999999999",NULL
303,"India",2015,"69.31","86.84","59.1225","81.4","3.8447","70.76393150000001","7.203333333333333","12.294","31.4915"
304,"India",2019,"70.79","90.475","59.485","81.4",NULL,NULL,"7.98","17.766666666666666","32.7496"
305,"Indonesia",2000,"67.17","65.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,"Indonesia",2010,"69.26","73.674","63.169999999999995","73.0","2.8123","92.25209033333333","1.4249999999999998","10.5","19.0117"
307,"Indonesia",2015,"70.61","78.31800000000001","63.760000000000005","85.25","3.4358","94.45527166666666","2.74","14.01","16.5594"
308,"Indonesia",2019,"71.31","81.525","64.14500000000001","93.5375",NULL,NULL,"4.02","22.34","17.0349"
309,"Iran (Islamic Republic of)",2000,"72.56","89.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,"Iran (Islamic Republic of)",2010,"75.86","89.37199999999999",NULL,"97.05000000000001","3.7092",NULL,"5.36","16.89","20.4884"
311,"Iran (Islamic Republic of)",2015,"76.66","89.056",NULL,"98.775","2.7994000000000003",NULL,"13.285","18.173333333333332","26.346249999999998"
312,"Iran (Islamic Republic of)",2019,"77.35","89.01",NULL,NULL,"3.9554",NULL,"13.565","15.36","28.5248"
313,"Iraq",2000,"68.77","52.88",NULL,NULL,NULL,"74.0522",NULL,NULL,NULL
314,"Iraq",2010,"70.24","70.808","89.85","84.1",NULL,NULL,"6.64",NULL,"16.9555"
315,"Iraq",2015,"70.29","82.052","92.184","80.65",NULL,"79.620232","10.36","18.71",NULL
316,"Iraq",2019,"72.42","89.935","94.285","95.6",NULL,NULL,"8.0","18.576666666666664",NULL
317,"Ireland",2000,"76.41","97.02",NULL,"99.6",NULL,NULL,"21.880000000000003","140.3",NULL
318,"Ireland",2010,"80.41","97.0",NULL,"99.75999999999999","6.038",NULL,"39.498000000000005","127.82000000000002","15.8038"
319,"Ireland",2015,"81.14","96.99",NULL,"99.76","3.7583",NULL,"36.291999999999994","139.35999999999999","16.0605"
320,"Ireland",2019,"81.84","96.98",NULL,"99.7","3.7197",NULL,"32.800000000000004","158.35",NULL
321,"Israel",2000,"78.57","100.0",NULL,NULL,NULL,NULL,"42.684","56.77",NULL
322,"Israel",2010,"81.56","100.0",NULL,NULL,"5.5416",NULL,"35.898","54.394000000000005","13.0633"
323,"Israel",2015,"81.93","100.0",NULL,NULL,"5.8545",NULL,"34.884","53.65","12.0884"
324,"Israel",2019,"82.62","100.0",NULL,NULL,"5.8493",NULL,"38.553333333333335","38.70333333333333","12.0707"
325,"Italy",2000,"79.36","100.0",NULL,NULL,NULL,NULL,"53.874",NULL,NULL
326,"Italy",2010,"81.9","99.69000000000001",NULL,"99.78","4.3524",NULL,"37.722","52.726","10.325999999999999"
327,"Italy",2015,"82.21","99.446",NULL,"99.9","4.0817","98.9320375","38.785999999999994","54.96999999999999","12.0272"
328,"Italy",2019,"82.97","99.38",NULL,"99.9","3.8293",NULL,"39.693333333333335","58.79","11.4807"
329,"Jamaica",2000,"74.22","88.19",NULL,NULL,NULL,"79.92012",NULL,NULL,NULL
330,"Jamaica",2010,"75.77","86.46799999999999","66.3425","92.93333333333334","6.253466666666667",NULL,"3.97","10.53",NULL
331,"Jamaica",2015,"75.85","84.40400000000001","66.39399999999999","99.5","5.4558","88.3160745","4.0424999999999995","14.5625","21.976"
332,"Jamaica",2019,"75.98","84.61",NULL,"99.7","5.4073",NULL,"8.805","12.936666666666667","24.7943"
333,"Japan",2000,"81.12","98.49",NULL,"99.8",NULL,NULL,"19.546666666666667","1.8966666666666665",NULL
334,"Japan",2010,"82.68","98.65",NULL,"99.8",NULL,NULL,"21.400000000000002","97.63666666666666",NULL
335,"Japan",2015,"83.62","98.85",NULL,"99.825","3.5906",NULL,"23.075","111.0","16.1767"
336,"Japan",2019,"84.26","98.99000000000001",NULL,"99.86666666666667","3.1862",NULL,"24.12","120.5","15.661"
337,"Jordan",2000,"72.65","98.36",NULL,NULL,NULL,NULL,"15.943333333333333","29.22",NULL
338,"Jordan",2010,"76.59","98.05",NULL,"99.1",NULL,"92.375309","22.637999999999998","32.63",NULL
339,"Jordan",2015,"77.82","97.856",NULL,"99.6",NULL,"97.26970666666666","24.02333333333333","24.626666666666665","16.9087"
340,"Jordan",2019,"77.87","97.72",NULL,"99.7","3.5885",NULL,"18.595","30.905","19.788"
341,"Kazakhstan",2000,"63.15","72.36",NULL,"98.3",NULL,"99.51265699999999","34.458","71.76599999999999",NULL
342,"Kazakhstan",2010,"68.43","81.108",NULL,"99.4","3.0607","99.732407","37.556","74.226","16.2478"
343,"Kazakhstan",2015,"71.91","87.25","99.0","99.854","2.7886","99.787849","39.475","77.006","16.2004"
344,"Kazakhstan",2019,"73.95","91.67","99.0","99.90000000000002","2.86455",NULL,NULL,NULL,"19.6391"
345,"Kenya",2000,"53.87","37.21",NULL,NULL,NULL,"82.22908000000001",NULL,NULL,NULL
346,"Kenya",2010,"61.18","43.112",NULL,"43.8","6.279","72.157028","1.6833333333333333","4.833333333333333","43.3344"
347,"Kenya",2015,"64.17","46.739999999999995","24.52","61.8","5.2713","78.023399","1.8625","10.93","30.6506"
348,"Kenya",2019,"66.09","49.254999999999995","24.63",NULL,"5.3202",NULL,"1.57","10.87",NULL
349,"Kiribati",2000,"55.73","50.03",NULL,"85.0",NULL,NULL,NULL,"23.41",NULL
350,"Kiribati",2010,"58.01","60.19",NULL,"81.03333333333333",NULL,NULL,"3.255","37.9","24.9969"
351,"Kiribati",2015,"58.2","66.53999999999999",NULL,NULL,NULL,NULL,"1.7349999999999999","42.89","26.3713"
352,"Kiribati",2019,"59.42","70.985",NULL,NULL,NULL,NULL,NULL,"38.34","25.4886"
353,"Kuwait",2000,"77.86","100.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL
354,"Kuwait",2010,"79.83","100.0",NULL,"98.67999999999999","3.76","93.61750799999999","19.078000000000003","48.977999999999994","8.468499999999999"
355,"Kuwait",2015,"81.13","100.0",NULL,"98.98",NULL,"95.738899","25.506","65.88","8.8623"
356,"Kuwait",2019,"80.97","100.0",NULL,"99.9",NULL,NULL,NULL,"72.84666666666666","8.8807"
357,"Kyrgyzstan",2000,"65.95","72.91",NULL,"98.6",NULL,"98.701607","29.945999999999998","85.524",NULL
358,"Kyrgyzstan",2010,"69.17","77.26","89.16","98.26000000000002","5.8188","99.24140200000001","23.68","57.855999999999995","24.2844"
359,"Kyrgyzstan",2015,"71.59","80.21799999999999","89.182","98.85","5.75855","99.50131999999999","22.555","60.2225","26.1937"
360,"Kyrgyzstan",2019,"74.18","81.98","89.215","99.8","6.0262",NULL,NULL,NULL,"24.9895"
361,"Lao People's Democratic Republic",2000,"58.41","37.99",NULL,NULL,NULL,NULL,"2.85","10.24",NULL
362,"Lao People's Democratic Republic",2010,"64.88","55.56999999999999",NULL,"18.9",NULL,NULL,"4.89","8.615",NULL
363,"Lao People's Democratic Republic",2015,"67.08","66.656","49.333333333333336","40.1",NULL,NULL,"3.7466666666666675","10.432500000000001",NULL
364,"Lao People's Democratic Republic",2019,"68.51","74.465","49.755","64.4",NULL,NULL,"3.73","10.82",NULL
365,"Latvia",2000,"70.18","95.79",NULL,NULL,NULL,"99.746567","33.86","49.176",NULL
366,"Latvia",2010,"72.94","96.83600000000001",NULL,"99.04999999999998","5.081",NULL,"31.266","55.218","11.8849"
367,"Latvia",2015,"74.8","97.58",NULL,"98.72","5.3372","99.894295","31.308","49.656000000000006","11.1325"
368,"Latvia",2019,"75.38","98.105",NULL,"99.9","4.7196",NULL,"31.9","47.790000000000006","11.5368"
369,"Lebanon",2000,"74.61","85.39",NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,"Lebanon",2010,"75.53","89.056",NULL,NULL,"1.6143","89.612442","23.853333333333335","16.503333333333334","14.1419"
371,"Lebanon",2015,"75.98","91.344",NULL,NULL,"2.04055","94.051102","22.615","15.806666666666667","12.325999999999999"
372,"Lebanon",2019,"76.44","92.6",NULL,NULL,NULL,NULL,"20.473333333333333","16.293333333333333","12.329049999999999"
373,"Lesotho",2000,"47.82","64.39",NULL,NULL,NULL,"86.25443299999999",NULL,NULL,NULL
374,"Lesotho",2010,"47.38","61.92","1.96","61.5","12.0835","75.800201","0.69","6.66","37.2779"
375,"Lesotho",2015,"47.67","60.398","2.03","77.9",NULL,"79.36093100000001",NULL,NULL,"32.933"
376,"Lesotho",2019,"50.75","59.405","2.1100000000000003","86.6","6.5117",NULL,NULL,"32.57","32.9481"
377,"Liberia",2000,"53.77","49.53",NULL,NULL,NULL,NULL,NULL,NULL,"38.2734"
378,"Liberia",2010,"60.7","56.42800000000001","1.15","46.3","1.7017","42.941078000000005","0.20333333333333334","5.463333333333334","27.3615"
379,"Liberia",2015,"61.17","59.6","1.168","61.1","2.0281000000000002","47.60014","0.38","1.455","30.4464"
380,"Liberia",2019,"64.08","61.675","1.185",NULL,"2.5841",NULL,NULL,"5.32","22.3225"
381,"Libya",2000,"74.4","84.3",NULL,NULL,NULL,NULL,"12.45","34.74",NULL
382,"Libya",2010,"76.04","91.41",NULL,"99.1",NULL,NULL,"19.005","62.675",NULL
383,"Libya",2015,"74.6","95.86",NULL,"99.90000000000002",NULL,"91.2151565","19.759999999999998","68.765",NULL
384,"Libya",2019,"75.78","98.53",NULL,NULL,NULL,NULL,"20.91","65.31",NULL
385,"Lithuania",2000,"72.04","75.4",NULL,"100.0",NULL,NULL,"33.14","88.576",NULL
386,"Lithuania",2010,"73.14","83.57000000000001",NULL,"100.0","5.299",NULL,"34.35","76.286","12.8484"
387,"Lithuania",2015,"74.38","88.676",NULL,"100.0","4.2172","99.819439","41.832","77.724","12.8601"
388,"Lithuania",2019,"75.99","92.25",NULL,NULL,"4.0085",NULL,"53.04666666666666","85.98","13.517000000000001"
389,"Luxembourg",2000,"78.24","100.0",NULL,NULL,NULL,"100.0",NULL,"74.828",NULL
390,"Luxembourg",2010,"80.94","100.0",NULL,"99.9",NULL,NULL,"27.120000000000005","70.042","9.294"
391,"Luxembourg",2015,"82.31","100.0",NULL,NULL,"3.9552",NULL,"28.419999999999998","121.82000000000001","8.4577"
392,"Luxembourg",2019,"82.41","100.0",NULL,NULL,NULL,NULL,"29.57","121.65","8.3033"
393,"Madagascar",2000,"58.82","23.79","5.3",NULL,NULL,"70.686172",NULL,NULL,NULL
394,"Madagascar",2010,"62.79","29.506","34.06","43.9","3.04395","64.48091099999999","1.828","2.686","44.022549999999995"
395,"Madagascar",2015,"64.19","33.248","50.160000000000004","44.3","2.4609","64.65630300000001","1.5524999999999998","2.4433333333333334","41.45405"
396,"Madagascar",2019,"65.35","35.94",NULL,"46.0","3.2348",NULL,NULL,"1.46","39.8117"
397,"Malawi",2000,"44.73","47.29","16.68",NULL,NULL,"64.134247",NULL,NULL,NULL
398,"Malawi",2010,"56.8","55.876","12.957999999999998","62.5","3.5398","61.309718999999994","0.19","3.125","79.2717"
399,"Malawi",2015,"63.04","61.19","10.604","87.4","5.512449999999999","65.963829",NULL,"0.03","72.79165"
400,"Malawi",2019,"65.62","64.89","8.94","89.8","4.7317",NULL,"0.265","3.69","58.6792"
401,"Malaysia",2000,"72.8","94.11",NULL,"96.6",NULL,"88.687759","6.96","16.75",NULL
402,"Malaysia",2010,"74.25","92.02",NULL,"98.55999999999999","5.47035","93.117889","10.455","29.365000000000002","12.6012"
403,"Malaysia",2015,"74.95","90.53",NULL,"98.894","5.22695","94.636993","13.82","33.662","11.67615"
404,"Malaysia",2019,"74.72","89.49000000000001",NULL,"99.55","4.5348",NULL,NULL,"34.325","11.6556"
405,"Maldives",2000,"70.96","90.41",NULL,NULL,NULL,"96.3265","6.67","13.93",NULL
406,"Maldives",2010,"76.99","95.298",NULL,"96.78","4.1175","98.397903","15.236666666666666","49.74333333333333","11.7007"
407,"Maldives",2015,"78.41","97.932","95.77666666666666","96.375","4.3666","99.321022","23.28","59.715","10.3404"
408,"Maldives",2019,"79.59","98.28999999999999","95.795","99.5","4.0673",NULL,"41.43","64.605","10.1628"
409,"Mali",2000,"52.64","37.85",NULL,NULL,NULL,"19.044970000000003",NULL,NULL,"65.3032"
410,"Mali",2010,"59.05","51.762",NULL,"49.0","3.3439","28.638150500000002","0.9066666666666666","3.67","50.271950000000004"
411,"Mali",2015,"60.89","60.878","51.24400000000001","43.7","3.8015","33.3149055","1.0550000000000002","2.8800000000000003","42.707"
412,"Mali",2019,"62.8","67.405","52.11","67.3","3.4414",NULL,"1.345","3.86","38.0234"
413,"Malta",2000,"77.87","100.0",NULL,NULL,NULL,NULL,"25.176666666666666",NULL,NULL
414,"Malta",2010,"80.45","100.0",NULL,"99.62","6.4549",NULL,"24.75","64.79199999999999","15.9072"
415,"Malta",2015,"81.65","100.0",NULL,"99.78","5.2046","93.68698499999999","25.147999999999996","76.502","13.4945"
416,"Malta",2019,"81.89","100.0",NULL,"99.75",NULL,NULL,NULL,"94.83","12.9393"
417,"Mauritania",2000,"61.96","25.02",NULL,NULL,NULL,"51.207679999999996",NULL,NULL,NULL
418,"Mauritania",2010,"65.59","36.006",NULL,"57.1","3.6043","45.50378","1.44","7.404999999999999","39.28205"
419,"Mauritania",2015,"67.41","43.564","42.086","67.19999999999999","2.9374","52.123562","1.645","6.986666666666667","35.5951"
420,"Mauritania",2019,"68.38","49.099999999999994","42.89",NULL,"2.6311",NULL,"1.86","9.96","34.2781"
421,"Mauritius",2000,"71.17","98.93",NULL,"99.7",NULL,"84.303093",NULL,NULL,NULL
422,"Mauritius",2010,"73.24","99.48000000000002",NULL,"99.46666666666665","3.5515",NULL,"11.782499999999999","27.7925","21.4605"
423,"Mauritius",2015,"74.14","99.788",NULL,"99.7","4.8867","91.1193358","16.816","31.470000000000006","18.8209"
424,"Mauritius",2019,"74.07","99.83",NULL,"99.8","4.8346",NULL,"23.473333333333333","33.955","16.1984"
425,"Mexico",2000,"74.41","73.13",NULL,NULL,NULL,"90.535622","19.81","8.97",NULL
426,"Mexico",2010,"75.13","85.764",NULL,"94.35","5.1592","92.79322199999999","19.934","23.172","28.1467"
427,"Mexico",2015,"75.87","91.91","87.73","97.63333333333333","5.17045","94.162541","21.802","25.005999999999997","26.927"
428,"Mexico",2019,"76.01","97.72","87.835","96.4","4.9098",NULL,"23.534999999999997","24.713333333333335","26.5523"
429,"Micronesia (Federated States of)",2000,"61.19","87.67",NULL,"88.0",NULL,NULL,"5.96","0.65",NULL
430,"Micronesia (Federated States of)",2010,"62.67","82.81400000000001",NULL,"92.66666666666667",NULL,NULL,"4.06","3.835",NULL
431,"Micronesia (Federated States of)",2015,"62.74","79.78",NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,"Micronesia (Federated States of)",2019,"63.03","78.57",NULL,NULL,NULL,NULL,NULL,"20.43",NULL
433,"Mongolia",2000,"60.52","28.82",NULL,NULL,"5.5504","97.768852",NULL,NULL,NULL
434,"Mongolia",2010,"65.05","40.868","70.26599999999999","99.1","4.6451","98.25700400000001","27.69333333333333","36.343333333333334","30.2391"
435,"Mongolia",2015,"67.61","49.312","71.092","98.9","4.5588999999999995","98.367638","30.77","38.124","28.221999999999998"
436,"Mongolia",2019,"68.1","55.28","71.17","99.3","4.0858",NULL,"28.59","39.35","30.3832"
437,"Montenegro",2000,"73.56",NULL,NULL,"99.1",NULL,NULL,"18.71",NULL,NULL
438,"Montenegro",2010,"74.69","94.648",NULL,"99.7",NULL,NULL,"20.482000000000003","54.55",NULL
439,"Montenegro",2015,"75.27","95.664",NULL,"99.0",NULL,"98.58107749999999","21.532","52.489999999999995",NULL
440,"Montenegro",2019,"75.88","95.91",NULL,"98.8",NULL,NULL,"27.56","52.29",NULL
441,"Morocco",2000,"69.35","28.34",NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,"Morocco",2010,"71.6","47.86",NULL,"74.1","5.3014","55.6157955","6.17","9.3","26.4234"
443,"Morocco",2015,"72.46","61.818",NULL,"73.6",NULL,"69.397354","7.73","9.585","25.8816"
444,"Morocco",2019,"72.99","70.73",NULL,"86.6",NULL,NULL,"7.31","13.89","26.8007"
445,"Mozambique",2000,"50.69","19.9",NULL,NULL,NULL,"38.707878",NULL,"2.855",NULL
446,"Mozambique",2010,"53.48","20.496000000000002","11.78","55.3","4.2743","50.583809","0.4033333333333333","3.776","58.4896"
447,"Mozambique",2015,"55.95","31.186","12.09","63.65","6.4801","58.836552000000005","0.5125","5.555999999999999","54.74625"
448,"Mozambique",2019,"58.14","38.85",NULL,NULL,"5.5985",NULL,"0.7000000000000001","6.826666666666667","53.8553"
449,"Myanmar",2000,"59.99","38.06",NULL,NULL,NULL,"89.941757",NULL,NULL,NULL
450,"Myanmar",2010,"64.79","56.83",NULL,"67.25",NULL,NULL,"4.68","8.361999999999998","28.66485"
451,"Myanmar",2015,"67.58","69.994","79.14750000000001",NULL,"0.7874","93.0066035","5.654999999999999","9.36","27.5639"
452,"Myanmar",2019,"69.13","76.38499999999999","79.265","60.2","2.0686",NULL,"7.203333333333333","10.126666666666667","24.3599"
453,"Namibia",2000,"53.32","66.47",NULL,NULL,"6.9914",NULL,NULL,NULL,NULL
454,"Namibia",2010,"60.94","67.764","41.84","81.4","7.4168","76.486588","3.86","28.66","29.7103"
455,"Namibia",2015,"62.87","68.57000000000001","43.118","88.2","3.1032","90.110748",NULL,"18.596666666666668",NULL
456,"Namibia",2019,"64.58","69.13499999999999","44.42",NULL,NULL,NULL,"5.045","20.05333333333333","25.0917"
457,"Nepal",2000,"65.26","77.98",NULL,"11.9",NULL,NULL,NULL,NULL,NULL
458,"Nepal",2010,"69.18","83.074","55.346000000000004","18.7","3.6317",NULL,NULL,NULL,"35.9681"
459,"Nepal",2015,"69.43","86.226","51.763999999999996","45.8","3.7036","62.145447000000004","5.4","18.69333333333333","24.36705"
460,"Nepal",2019,"70.88","88.42","48.285","58.0","5.1637",NULL,"8.295","29.78","20.9066"
461,"Netherlands",2000,"78.01","100.0",NULL,NULL,NULL,NULL,"24.1","0.96",NULL
462,"Netherlands",2010,"80.68","100.0",NULL,NULL,"5.4891",NULL,"28.516","50.976",NULL
463,"Netherlands",2015,"81.28","100.0",NULL,NULL,"5.3482",NULL,"33.03","43.58800000000001","11.6236"
464,"Netherlands",2019,"81.79","100.0",NULL,NULL,"5.4796",NULL,"35.76","110.55","11.8059"
465,"New Zealand",2000,"78.57","100.0",NULL,"97.3",NULL,NULL,NULL,"79.92",NULL
466,"New Zealand",2010,"80.94","100.0",NULL,"96.72","7.0024",NULL,"29.686","100.562","14.4885"
467,"New Zealand",2015,"81.31","100.0",NULL,"96.61999999999999","6.3402",NULL,"32.263999999999996","114.26000000000002","14.4963"
468,"New Zealand",2019,"81.96","100.0",NULL,"96.6","6.4428",NULL,"34.82","123.0","14.9155"
469,"Nicaragua",2000,"73.26","63.37",NULL,NULL,NULL,"67.2",NULL,NULL,NULL
470,"Nicaragua",2010,"74.05","61.294",NULL,"73.85","4.4842",NULL,"6.198","12.4","30.2164"
471,"Nicaragua",2015,"74.62","60.012",NULL,"89.16","4.0784","82.471848","8.797999999999998","13.636",NULL
472,"Nicaragua",2019,"75.04","59.18",NULL,"95.5","4.21035",NULL,"9.74","15.170000000000002",NULL
473,"Niger",2000,"50.35","24.41",NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,"Niger",2010,"58.95","34.012","8.98","17.7","3.7333",NULL,"0.23500000000000001","1.7149999999999999","38.6145"
475,"Niger",2015,"61.54","39.501999999999995",NULL,"34.5","6.0173","17.27965","0.4166666666666667","2.4466666666666668","36.6289"
476,"Niger",2019,"63.29","43.12",NULL,NULL,"4.23125",NULL,"0.43","2.7","36.3366"
477,"Nigeria",2000,"53.63","34.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,"Nigeria",2010,"59.24","44.519999999999996",NULL,"34.4",NULL,"51.077659999999995","3.6999999999999997","13.866","37.5532"
479,"Nigeria",2015,"61.16","50.65","41.214000000000006","41.25",NULL,"59.56808100000001","3.83","10.26",NULL
480,"Nigeria",2019,"62.62","54.97","41.86","43.15",NULL,NULL,"4.15","14.67",NULL
481,"Norway",2000,"78.53","100.0",NULL,"99.0",NULL,NULL,"5.29",NULL,NULL
482,"Norway",2010,"80.87","100.0",NULL,"99.16","6.7405",NULL,"24.291999999999994","152.78000000000003",NULL
483,"Norway",2015,"82.01","100.0",NULL,"99.13999999999999","7.5525","100.0","26.052","173.07999999999998","8.8686"
484,"Norway",2019,"82.62","100.0",NULL,"99.16666666666667","7.9761",NULL,"28.16","181.23333333333332","8.5942"
485,"Oman",2000,"69.07",NULL,NULL,"96.8",NULL,NULL,"10.4675","29.2725",NULL
